Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 232,238,Medium,Yes,Medium,Low,Agree,High,High,11,Low,High,Low,Disagree,High,53.125
Service_ID : 233,903,High,No,Low,High,Strongly Agree,High,Low,1,Low,Low,Low,Neutral,Very High,37.5
Service_ID : 234,423,High,Yes,Low,High,Neutral,Medium,High,23,Medium,High,Low,Agree,Low,78.125
Service_ID : 235,881,High,Yes,Low,Low,Disagree,High,Medium,14,Low,High,Low,Disagree,High,53.125
Service_ID : 236,523,Medium,No,Low,Low,Strongly Agree,Medium,High,91,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 237,751,Medium,Yes,Medium,Low,Strongly Disagree,Low,Medium,25,High,Low,Medium,Disagree,High,42.1875
Service_ID : 238,409,Medium,Yes,Medium,High,Strongly Disagree,Medium,Medium,46,High,Medium,Medium,Agree,Low,75.0
Service_ID : 239,281,Low,No,Medium,Low,Neutral,High,Low,85,High,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 240,496,Low,No,Low,High,Disagree,High,Low,43,Medium,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 241,632,High,No,Low,Low,Agree,Medium,High,9,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 242,295,Low,No,Low,Low,Agree,High,High,73,High,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 243,303,High,Yes,Low,Low,Agree,High,Low,16,Low,Low,Low,Disagree,High,37.5
Service_ID : 244,412,Low,No,High,Low,Neutral,Medium,Medium,96,Medium,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 245,72,High,Yes,Low,Medium,Disagree,Low,High,14,Low,Low,Low,Disagree,High,37.5
Service_ID : 246,801,Low,No,High,High,Strongly Disagree,High,Low,82,High,Low,High,Neutral,Medium,59.375
Service_ID : 247,590,High,Yes,Medium,High,Neutral,High,Medium,51,High,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 248,587,High,No,Medium,Low,Strongly Agree,Low,High,83,High,Low,High,Agree,Medium,65.625
Service_ID : 249,871,Medium,Yes,High,Medium,Strongly Disagree,High,Low,85,High,Low,High,Agree,Low,71.875
Service_ID : 250,723,Medium,No,High,Low,Disagree,Medium,High,94,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 251,997,High,No,Low,Medium,Neutral,High,High,64,Medium,High,High,Neutral,Medium,75.0
Service_ID : 252,303,High,Yes,Low,Medium,Strongly Disagree,Medium,Low,14,High,Low,Low,Disagree,High,37.5
Service_ID : 253,913,Medium,Yes,Low,High,Strongly Agree,High,High,77,Low,High,High,Agree,Low,87.5
Service_ID : 254,196,Medium,No,High,Medium,Agree,Low,Low,90,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 255,461,High,Yes,Medium,Medium,Disagree,High,Low,15,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 256,934,High,No,High,Low,Neutral,Medium,Medium,20,Low,Medium,Medium,Neutral,Medium,62.5
Service_ID : 257,683,Low,Yes,Medium,High,Disagree,Medium,Medium,12,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 258,218,High,Yes,Medium,Low,Neutral,Low,Medium,41,Medium,Low,Low,Agree,Low,62.5
Service_ID : 259,883,High,No,Low,Low,Strongly Disagree,High,Low,38,High,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 260,507,Low,No,Medium,High,Strongly Agree,High,Low,17,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 261,667,Low,No,High,Medium,Disagree,Low,Medium,66,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 262,367,Medium,No,Medium,High,Strongly Agree,Medium,High,78,High,High,Medium,Agree,Low,82.8125
Service_ID : 263,503,Medium,No,Low,High,Agree,High,Medium,61,High,High,Medium,Agree,Medium,76.5625
Service_ID : 264,430,Medium,Yes,Medium,Low,Neutral,High,High,56,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 265,366,Medium,Yes,High,High,Agree,Low,Medium,77,High,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 266,859,High,Yes,High,Low,Strongly Agree,Medium,Medium,19,Low,Medium,Medium,Agree,Low,75.0
Service_ID : 267,619,Low,Yes,Medium,High,Neutral,High,Medium,80,Medium,High,High,Agree,Low,87.5
Service_ID : 268,119,Low,Yes,High,Medium,Agree,Low,Low,99,Medium,Low,Low,Agree,Low,62.5
Service_ID : 269,871,High,Yes,High,Medium,Strongly Agree,Low,Medium,17,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 270,442,Medium,No,High,High,Strongly Disagree,Medium,Medium,75,High,Medium,Medium,Neutral,Medium,62.5
Service_ID : 271,15,Low,No,High,High,Neutral,High,Low,60,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 272,443,Medium,No,Low,Low,Agree,Low,Medium,100,Medium,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 273,950,Low,Yes,Medium,High,Strongly Disagree,Medium,High,13,High,High,Low,Disagree,High,53.125
Service_ID : 274,381,Medium,No,Medium,High,Disagree,Medium,Low,32,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 275,154,Low,No,Medium,Medium,Agree,Low,Medium,26,High,Low,Low,Neutral,Medium,50.0
Service_ID : 276,668,Medium,No,High,Low,Disagree,Medium,High,98,High,High,High,Neutral,Medium,75.0
Service_ID : 277,443,Medium,No,Medium,Medium,Strongly Disagree,Low,Low,55,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 278,199,Low,Yes,Medium,Low,Neutral,Low,Low,47,Low,Low,Low,Disagree,High,37.5
Service_ID : 279,183,High,No,Medium,Medium,Strongly Disagree,Medium,Medium,28,High,Medium,Low,Neutral,Medium,57.8125
Service_ID : 280,230,Medium,Yes,Low,Medium,Neutral,Medium,Medium,59,Medium,Medium,Low,Agree,Low,70.3125
Service_ID : 281,611,Medium,Yes,Low,Medium,Neutral,High,High,30,High,High,Medium,Agree,Low,82.8125
Service_ID : 282,458,High,Yes,Medium,High,Neutral,High,High,30,Low,High,Low,Agree,Low,78.125
Service_ID : 283,521,High,No,Medium,Low,Disagree,High,Low,97,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 284,32,Medium,Yes,High,Medium,Disagree,Medium,High,59,Medium,High,Low,Agree,Low,78.125
Service_ID : 285,585,Low,No,Low,High,Disagree,High,Medium,5,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 286,60,High,No,Low,Low,Strongly Agree,High,Low,96,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 287,274,Medium,Yes,Medium,High,Agree,High,Medium,35,Medium,High,Low,Strongly Agree,Low,84.375
Service_ID : 288,341,Low,No,Low,Low,Strongly Disagree,High,Low,26,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 289,984,Low,No,Low,High,Strongly Agree,Medium,High,9,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 290,346,High,Yes,High,Low,Agree,Medium,Medium,51,Medium,Medium,Medium,Strongly Agree,Low,81.25
Service_ID : 291,377,Medium,Yes,Low,High,Agree,High,High,24,Low,High,Low,Agree,Low,78.125
Service_ID : 292,183,Medium,No,High,Medium,Strongly Disagree,High,Medium,51,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 293,384,Medium,No,Low,Low,Strongly Disagree,High,Medium,99,High,High,High,Strongly Disagree,Very High,50.0
Service_ID : 294,610,Low,Yes,Low,High,Agree,High,High,85,High,High,High,Agree,Low,87.5
Service_ID : 295,748,Medium,Yes,Medium,Medium,Disagree,Low,High,19,Medium,Low,Low,Agree,High,50.0
Service_ID : 296,478,Medium,Yes,High,High,Agree,High,Medium,81,Low,High,High,Strongly Agree,Very Low,100.0
Service_ID : 297,33,High,Yes,Medium,Low,Agree,Low,Low,31,Low,Low,Low,Agree,Low,62.5
Service_ID : 298,854,High,No,Medium,Low,Agree,Low,Medium,54,Low,Low,High,Neutral,Medium,59.375
Service_ID : 299,926,Medium,No,High,High,Strongly Agree,Medium,High,23,Low,High,Medium,Agree,Medium,76.5625
Service_ID : 300,271,High,Yes,Low,Low,Neutral,High,Low,44,High,Low,Low,Agree,Low,62.5
Service_ID : 301,233,High,No,Medium,High,Strongly Disagree,Medium,High,95,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 302,115,Low,Yes,Low,High,Agree,High,High,43,Medium,High,Low,Agree,Low,78.125
Service_ID : 303,19,Medium,Yes,Medium,Low,Agree,Medium,Low,36,Medium,Low,Low,Agree,Low,62.5
Service_ID : 304,939,Medium,Yes,Low,Medium,Neutral,Low,Low,95,High,Low,High,Agree,Low,71.875
Service_ID : 305,390,High,No,Low,High,Agree,High,Medium,84,Low,High,Medium,Neutral,Low,76.5625
Service_ID : 306,599,High,Yes,High,Medium,Strongly Agree,High,Low,99,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 307,511,High,Yes,Low,High,Strongly Agree,Medium,High,93,Medium,High,High,Strongly Agree,Very Low,100.0
Service_ID : 308,274,High,No,Low,High,Strongly Disagree,High,High,10,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 309,401,Medium,Yes,Low,Medium,Agree,High,Medium,2,High,High,Low,Agree,High,65.625
Service_ID : 310,473,Low,No,High,Medium,Strongly Disagree,High,Medium,84,Medium,High,High,Strongly Disagree,Medium,62.5
Service_ID : 311,568,Low,No,Medium,High,Disagree,Low,High,92,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 312,474,Medium,No,Low,Medium,Agree,Medium,High,81,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 313,559,Medium,No,Low,Low,Disagree,Low,High,60,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 314,124,Medium,No,Low,Low,Strongly Agree,Low,Low,83,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 315,912,Low,Yes,Low,Low,Strongly Disagree,Medium,Low,64,Medium,Low,High,Disagree,High,46.875
Service_ID : 316,334,Medium,Yes,Low,Medium,Disagree,Low,Low,67,High,Low,Medium,Agree,Low,67.1875
Service_ID : 317,430,High,Yes,Medium,High,Strongly Disagree,Medium,High,31,Medium,High,Low,Agree,Low,78.125
Service_ID : 318,957,Low,Yes,Medium,High,Strongly Agree,Medium,High,69,High,High,High,Strongly Agree,Low,93.75
Service_ID : 319,388,Medium,No,High,High,Agree,High,Medium,6,Medium,High,Low,Agree,Medium,71.875
Service_ID : 320,935,Low,No,High,Medium,Disagree,Medium,Medium,90,Low,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 321,957,High,No,High,High,Neutral,Medium,High,35,Low,High,Medium,Agree,Low,82.8125
Service_ID : 322,693,High,Yes,Low,Medium,Strongly Disagree,High,High,73,Medium,High,High,Disagree,Low,75.0
Service_ID : 323,292,High,Yes,Medium,Medium,Strongly Disagree,Low,Low,73,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 324,522,High,Yes,Low,Low,Strongly Disagree,Medium,Low,85,Medium,Low,High,Disagree,High,46.875
Service_ID : 325,507,High,No,High,Medium,Neutral,High,Medium,83,Medium,High,High,Agree,Low,87.5
Service_ID : 326,158,High,No,High,Low,Neutral,Medium,High,28,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 327,757,High,No,High,High,Strongly Disagree,Medium,Low,89,Low,Low,High,Neutral,Medium,59.375
Service_ID : 328,984,High,Yes,Low,Low,Strongly Disagree,Medium,Medium,50,High,Medium,High,Disagree,High,54.6875
Service_ID : 329,65,High,Yes,Low,Medium,Strongly Agree,Low,High,7,Low,Low,Low,Agree,High,50.0
Service_ID : 330,317,High,Yes,Medium,Low,Strongly Disagree,Low,High,39,Low,Low,Low,Disagree,High,37.5
Service_ID : 331,335,Low,No,Medium,Low,Neutral,High,Low,11,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 332,811,Low,Yes,High,Medium,Disagree,Medium,Medium,81,High,Medium,High,Agree,Low,79.6875
Service_ID : 333,199,Low,Yes,High,Low,Neutral,High,Low,83,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 334,918,High,Yes,Low,High,Disagree,Low,High,47,High,Low,High,Agree,Low,71.875
Service_ID : 335,70,High,Yes,High,Low,Neutral,Medium,Low,12,Low,Low,Low,Agree,Low,62.5
Service_ID : 336,13,Medium,Yes,Medium,High,Agree,Low,Low,9,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 337,593,Low,No,High,High,Strongly Disagree,Low,Medium,85,High,Low,High,Neutral,Medium,59.375
Service_ID : 338,152,Low,No,High,High,Strongly Agree,Medium,High,6,Low,High,Low,Neutral,Very High,53.125
Service_ID : 339,130,Medium,Yes,High,Medium,Strongly Disagree,Low,Low,51,Low,Low,Low,Disagree,Low,50.0
Service_ID : 340,461,High,No,High,High,Strongly Disagree,Medium,Low,26,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 341,614,Medium,No,High,Medium,Strongly Agree,High,Low,14,High,Low,Low,Agree,Medium,56.25
Service_ID : 342,84,High,Yes,Low,Low,Agree,High,Medium,80,Low,High,Low,Disagree,Low,65.625
Service_ID : 343,648,Medium,Yes,High,Low,Agree,Low,Medium,55,High,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 344,308,High,Yes,Medium,High,Strongly Disagree,Low,Medium,82,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 345,702,Medium,No,Medium,Low,Neutral,Low,Medium,71,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 346,890,Medium,No,Low,Low,Strongly Agree,Low,Low,12,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 347,570,Medium,No,Medium,Medium,Disagree,Low,High,78,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 348,343,High,No,Medium,Low,Disagree,Medium,Medium,52,High,Medium,Medium,Neutral,Medium,62.5
Service_ID : 349,526,Medium,Yes,Low,High,Strongly Agree,High,Medium,79,High,High,High,Strongly Agree,Low,93.75
Service_ID : 350,465,Low,No,Low,Medium,Strongly Disagree,Medium,Medium,53,Low,Medium,Medium,Strongly Disagree,Very High,37.5
Service_ID : 351,837,Medium,No,Low,Low,Strongly Disagree,Low,High,73,Medium,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 352,270,Low,No,Low,High,Disagree,Medium,High,10,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 353,767,Medium,Yes,High,High,Strongly Agree,High,High,49,High,High,High,Strongly Agree,Very Low,100.0
Service_ID : 354,93,Medium,No,Medium,Medium,Disagree,High,Low,62,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 355,665,High,No,Medium,High,Strongly Agree,Low,Medium,12,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 356,866,Medium,No,Medium,High,Strongly Disagree,Low,High,21,High,Low,Medium,Neutral,Very High,42.1875
Service_ID : 357,3,Low,Yes,Medium,Low,Neutral,High,Low,75,Low,Low,Low,Disagree,Low,50.0
Service_ID : 358,415,Medium,Yes,Low,Low,Strongly Disagree,Medium,Medium,85,Low,Medium,Medium,Disagree,High,50.0
Service_ID : 359,291,Medium,No,Low,High,Strongly Disagree,High,Medium,93,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 360,348,Low,Yes,High,High,Strongly Agree,Low,Medium,5,Low,Low,Low,Agree,High,50.0
Service_ID : 361,647,Medium,Yes,High,Medium,Strongly Agree,Low,Medium,61,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 362,430,Low,No,High,Medium,Strongly Agree,Low,Low,19,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 363,328,Low,Yes,Medium,Medium,Neutral,Medium,High,4,High,High,Low,Agree,High,65.625
Service_ID : 364,762,Medium,Yes,Medium,Medium,Neutral,Low,High,96,Low,Low,High,Agree,Low,71.875
Service_ID : 365,697,High,Yes,Low,Medium,Neutral,High,High,91,High,High,High,Agree,Low,87.5
Service_ID : 366,517,High,No,Medium,High,Strongly Disagree,Medium,Low,33,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 367,320,High,No,Low,Low,Disagree,High,Low,36,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 368,118,Low,Yes,Medium,Low,Strongly Agree,High,High,38,Low,High,Low,Disagree,Low,65.625
Service_ID : 369,445,High,No,Low,Medium,Strongly Disagree,Low,High,20,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 370,253,Medium,Yes,High,Low,Neutral,High,High,58,Medium,High,Low,Agree,Low,78.125
Service_ID : 371,636,Medium,Yes,Low,Medium,Strongly Agree,High,High,38,High,High,Medium,Agree,Low,82.8125
Service_ID : 372,811,Medium,Yes,High,Low,Disagree,Low,High,33,High,Low,Medium,Agree,Low,67.1875
Service_ID : 373,903,Medium,Yes,High,Medium,Disagree,Low,Low,25,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 374,399,Low,Yes,High,High,Strongly Disagree,Low,High,66,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 375,847,High,Yes,Medium,Medium,Strongly Agree,Low,Low,1,Medium,Low,Low,Strongly Agree,High,56.25
Service_ID : 376,838,Low,No,Medium,Medium,Strongly Disagree,Low,Medium,4,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 377,703,High,No,Low,Medium,Strongly Agree,Medium,Medium,62,High,Medium,High,Agree,Medium,73.4375
Service_ID : 378,296,Low,Yes,Low,Medium,Disagree,High,Low,92,High,Low,Medium,Disagree,Low,54.6875
Service_ID : 379,444,High,No,Medium,Low,Agree,Low,Low,50,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 380,32,Medium,No,Low,High,Disagree,Low,Medium,80,High,Low,Low,Neutral,Medium,50.0
Service_ID : 381,906,Medium,Yes,Medium,Medium,Neutral,Low,High,14,Medium,Low,Low,Agree,Low,62.5
Service_ID : 382,766,High,Yes,High,Medium,Strongly Disagree,High,Medium,65,Medium,High,High,Agree,Low,87.5
Service_ID : 383,641,Low,Yes,Medium,High,Neutral,Low,Low,3,Low,Low,Low,Disagree,High,37.5
Service_ID : 384,360,High,No,Medium,High,Strongly Disagree,Medium,High,59,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 385,74,High,Yes,High,Medium,Neutral,High,High,18,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 386,755,Low,Yes,Medium,Low,Strongly Disagree,Low,Medium,53,Low,Low,High,Disagree,High,46.875
Service_ID : 387,298,Medium,Yes,Medium,Medium,Agree,Low,Medium,67,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 388,238,Medium,Yes,High,Low,Strongly Agree,Medium,Low,26,Medium,Low,Low,Agree,Low,62.5
Service_ID : 389,693,High,No,Low,Low,Disagree,Medium,Medium,14,Medium,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 390,741,Low,Yes,Medium,Medium,Strongly Disagree,Medium,High,61,Medium,High,High,Disagree,High,62.5
Service_ID : 391,276,Medium,Yes,Low,Low,Strongly Agree,High,Low,72,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 392,108,Medium,No,Low,Medium,Agree,Low,Low,63,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 393,479,Medium,Yes,High,Low,Agree,Medium,Medium,35,Low,Medium,Medium,Agree,Low,75.0
Service_ID : 394,449,Medium,No,Medium,Low,Strongly Agree,High,High,82,High,High,High,Neutral,Medium,75.0
Service_ID : 395,69,Low,No,Low,High,Strongly Agree,Medium,Medium,48,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 396,754,Low,No,High,Medium,Disagree,Medium,High,71,High,High,High,Neutral,Medium,75.0
Service_ID : 397,615,Low,Yes,High,Medium,Strongly Agree,Medium,High,15,Low,High,Low,Agree,Low,78.125
Service_ID : 398,996,Medium,Yes,Medium,Medium,Strongly Agree,Low,Low,56,Low,Low,High,Agree,Low,71.875
Service_ID : 399,926,Low,No,Medium,High,Strongly Disagree,Low,Medium,15,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 400,436,Low,No,Low,Medium,Disagree,Medium,Medium,93,Medium,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 401,980,Low,Yes,Medium,High,Neutral,High,Low,40,Medium,Low,High,Agree,Low,71.875
Service_ID : 402,469,Low,No,High,Medium,Strongly Agree,Medium,Medium,66,Low,Medium,Medium,Neutral,Medium,62.5
Service_ID : 403,905,High,No,Medium,Low,Disagree,Low,High,41,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 404,901,Medium,No,Low,Medium,Strongly Agree,Medium,Medium,3,Medium,Medium,Low,Neutral,Very High,45.3125
Service_ID : 405,803,High,No,High,High,Strongly Disagree,High,Low,27,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 406,302,Medium,Yes,High,Low,Neutral,Medium,Medium,48,High,Medium,Low,Agree,Low,70.3125
Service_ID : 407,49,Medium,Yes,Medium,High,Disagree,Medium,High,50,Medium,High,Low,Agree,Low,78.125
Service_ID : 408,564,High,Yes,High,Low,Strongly Disagree,High,High,57,High,High,Medium,Agree,Low,82.8125
Service_ID : 409,446,Low,No,High,High,Disagree,Medium,Medium,33,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 410,885,High,No,Medium,Low,Disagree,Low,High,77,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 411,510,Low,No,Low,Medium,Strongly Agree,Medium,Medium,29,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 412,688,Low,No,High,Medium,Agree,High,Low,47,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 413,831,Low,Yes,Medium,Low,Agree,Low,Low,34,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 414,376,Medium,No,Low,High,Agree,Medium,Low,75,High,Low,Medium,Agree,Medium,60.9375
Service_ID : 415,979,Low,Yes,High,Medium,Disagree,Low,Medium,72,High,Low,High,Agree,Low,71.875
Service_ID : 416,67,High,Yes,High,High,Strongly Agree,Medium,Medium,59,Low,Medium,Low,Strongly Agree,Very Low,82.8125
Service_ID : 417,626,Medium,No,Low,Medium,Agree,Low,High,3,High,Low,Low,Neutral,Very High,37.5
Service_ID : 418,12,High,Yes,Low,Medium,Disagree,High,Low,33,High,Low,Low,Agree,Low,62.5
Service_ID : 419,862,High,Yes,Low,High,Strongly Agree,High,Low,6,High,Low,Low,Strongly Agree,High,56.25
Service_ID : 420,614,High,Yes,High,Low,Strongly Agree,High,Medium,29,Low,High,Medium,Agree,Low,82.8125
Service_ID : 421,462,High,Yes,Low,Low,Disagree,High,Medium,10,High,High,Low,Disagree,High,53.125
Service_ID : 422,433,High,No,Low,High,Strongly Disagree,High,High,64,Medium,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 423,843,High,Yes,Low,High,Strongly Disagree,Medium,High,100,High,High,High,Agree,Low,87.5
Service_ID : 424,896,Low,No,High,Medium,Neutral,Medium,Medium,90,Low,Medium,High,Strongly Disagree,Medium,54.6875
Service_ID : 425,943,Low,Yes,High,High,Strongly Disagree,Medium,Low,5,High,Low,Low,Agree,High,50.0
Service_ID : 426,304,Low,Yes,Medium,Low,Agree,Low,Low,65,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 427,183,Medium,Yes,High,Medium,Strongly Disagree,Medium,High,25,High,High,Low,Agree,High,65.625
Service_ID : 428,308,High,Yes,High,Low,Disagree,Low,Medium,75,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 429,329,Medium,Yes,Low,High,Disagree,Medium,Medium,18,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 430,727,Medium,No,High,Low,Strongly Disagree,High,Medium,9,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 431,738,Low,Yes,High,High,Neutral,High,High,57,Medium,High,High,Agree,Low,87.5
Service_ID : 432,631,Low,No,Medium,Medium,Strongly Disagree,Low,Medium,72,High,Low,High,Strongly Disagree,Very High,34.375
